conditionId,question,market_category,n_trades,n_buy,n_sell,buy_yes_count,buy_no_count,sell_yes_count,sell_no_count,buy_yes_cost,buy_no_cost,buy_yes_avg_price,buy_no_avg_price,combined_buy_price,yes_net_position,no_net_position,total_cashflow,both_sides_buy,duration_sec,first_trade,last_trade
0x096ed3f10259b3dd2fc1f15c404ff0ad5d3be959f96e2283a6f3b88ef1811876,"Bitcoin Up or Down - February 12, 9:30PM-9:35PM ET",crypto,25,18,7,11,7,3,4,452.89,236.99,0.6221,0.5126,1.1347,589.49,141.77,-521.72,True,188,1770949809,1770949997
0x0b217a9fe8088a51e66a04abe2eaf972fed07491356bfd5c51e8ed012449cdd9,"Ethereum Up or Down - February 12, 11PM ET",crypto,27,27,0,22,5,0,0,535.59,307.07,0.2518,0.6075,0.8594,2126.68,505.42,-842.66,True,2790,1770955485,1770958275
0x0ce2c2dbb36935772571615c195fc818bcffba2c70373f5f29b3c9057be64c6f,"Bitcoin Up or Down - February 13, 1:55AM-2:00AM ET",crypto,13,13,0,13,0,0,0,663.27,0.0,0.6355,,0.6355,1043.63,0.0,-663.27,False,62,1770965789,1770965851
0x0d42957f5d5bba282277ac7cf1ae80b958a2c27bd61f964dfd7ff0704b360d91,"Bitcoin Up or Down - February 13, 1:25AM-1:30AM ET",crypto,36,23,13,9,14,8,5,239.95,631.95,0.4948,0.5742,1.069,-117.87,855.08,-529.79,True,228,1770963909,1770964137
0x0e1b703a170b1f8133e77094884038b25655282aac03cf2c0a699be2e9263533,"Bitcoin Up or Down - February 12, 10:00PM-10:05PM ET",crypto,5,4,1,2,2,1,0,124.84,107.22,0.618,0.535,1.153,101.0,200.43,-186.61,True,42,1770951605,1770951647
0x1349f2ede12f30963fca61bb7900cc9a0adbbeae15ba3d91d9731de358787602,"Ethereum Up or Down - February 13, 12AM ET",crypto,29,29,0,24,5,0,0,664.47,412.21,0.2959,0.6246,0.9205,2245.59,659.96,-1076.68,True,2912,1770958847,1770961759
0x14a6df6f5b523abc848fbd3a01f80c90c7bb03e003b2f4d8900178e1c8a96a7d,"Bitcoin Up or Down - February 13, 2:15AM-2:30AM ET",crypto,19,15,4,12,3,4,0,633.46,236.99,0.3304,0.6002,0.9306,1186.25,394.84,-644.63,True,684,1770966907,1770967591
0x167922c33de6fbf06b4281e56766a3933788d110f21c6c503f9bc7255c5216c2,"Bitcoin Up or Down - February 13, 3:15AM-3:20AM ET",crypto,9,8,1,3,5,0,1,67.56,246.13,0.5404,0.515,1.0554,125.01,459.54,-305.41,True,206,1770970505,1770970711
0x17ad78ca730d2d7e5d7bb53c754ef9bf7218a51f73dd164585f56bf55029572a,"Bitcoin Up or Down - February 13, 2:35AM-2:40AM ET",crypto,14,11,3,3,8,2,1,65.44,319.11,0.5952,0.564,1.1592,-92.05,464.76,-254.26,True,74,1770968107,1770968181
0x1c943cffbe2d08bd545f793e573ff204ba5b22e4ad2b93fec000756cc1e4033c,"Ethereum Up or Down - February 12, 9:30PM-9:45PM ET",crypto,18,18,0,12,6,0,0,211.77,108.73,0.5892,0.5749,1.1642,359.4,189.12,-320.5,True,388,1770949819,1770950207
0x1e0078ad24d569094d292efdeffe8ec3b2c90cce01202d54d32d3e3563f4391e,"Ethereum Up or Down - February 13, 12:30AM-12:45AM ET",crypto,12,12,0,0,12,0,0,0.0,111.18,,0.3537,0.3537,0.0,314.35,-111.18,False,604,1770960681,1770961285
0x1e795d284498751b7977f2db43ae58e60cfb28a65c77e577bbb20d9b815ac6ca,"Ethereum Up or Down - February 12, 10:00PM-10:15PM ET",crypto,17,14,3,9,5,3,0,433.84,198.33,0.4818,0.4932,0.975,608.22,402.09,-519.57,True,680,1770951605,1770952285
0x1ecad00d1aa394f2ac5175135a8c27b36990006f576d3f5c0b8a799129c8bdd8,"Bitcoin Up or Down - February 12, 10:40PM-10:45PM ET",crypto,22,17,5,11,6,0,5,357.66,278.16,0.5453,0.5395,1.0847,655.94,143.09,-500.54,True,206,1770954005,1770954211
0x1f813b0cff75b3531770b28342f42456753e3df8f1ce99928850a448ad6328a6,"Ethereum Up or Down - February 13, 1AM ET",crypto,51,51,0,42,9,0,0,638.19,1410.65,0.2369,0.7846,1.0215,2693.88,1797.98,-2048.85,True,2766,1770962479,1770965245
0x20fb56a0090f5b8cd99432d9c8dba52969e99a84ab9ecb788a6a6e587b3e9576,"Bitcoin Up or Down - February 12, 8PM ET",crypto,3,3,0,3,0,0,0,647.78,0.0,0.8025,,0.8025,807.16,0.0,-647.78,False,164,1770945611,1770945775
0x22591d8fa7de00d6045d932d57b5e8d17805ae706d996e9f7ccdc4807f22ae67,"Bitcoin Up or Down - February 13, 3:00AM-3:05AM ET",crypto,2,2,0,1,1,0,0,46.75,8.1,0.54,0.3,0.84,86.58,27.0,-54.85,True,26,1770969681,1770969707
0x2284c6366cf5f76c95e633bae381db55baa84812e882d5eddeb148c38b0e4e56,"Bitcoin Up or Down - February 12, 11:45PM-11:50PM ET",crypto,15,10,5,4,6,5,0,46.01,311.96,0.4695,0.6979,1.1674,-191.68,447.0,-237.58,True,184,1770957919,1770958103
0x23b1fa96076545c799c229ed510f32b3d8982c23788318e02c2be0717261be54,"Bitcoin Up or Down - February 13, 12:00AM-12:05AM ET",crypto,6,6,0,6,0,0,0,320.18,0.0,0.6169,,0.6169,519.0,0.0,-320.18,False,104,1770958805,1770958909
0x25886cce7949de1cc8117a2ff29690ccc52fd0f8f8c69b47f642b5b2485363b9,"Ethereum Up or Down - February 13, 3AM ET",crypto,11,11,0,6,5,0,0,262.87,30.79,0.5915,0.1288,0.7203,444.42,239.0,-293.66,True,1696,1770969621,1770971317
0x28097b05aa1a30909e8c17ba5078f598b0b0d98158cf61c16eed1ea177537c2f,"Bitcoin Up or Down - February 12, 8:30PM-8:35PM ET",crypto,14,14,0,11,3,0,0,459.03,68.99,0.6711,0.3349,1.006,684.01,206.0,-528.02,True,90,1770946205,1770946295
