conditionId,question,slug,category,settled,winner,both_sides,buy_yes_cost,buy_no_cost,buy_yes_size,buy_no_size,net_yes,net_no,avg_p_yes,avg_p_no,combined_price,hedged_size,arb_per_unit,directional_side,directional_size,directional_price,sell_revenue,pnl_arb,pnl_direction,pnl_residual,pnl_total
0xd7c6cb3d28923df23d2c708504993e30ca2103c81f4f8c895c1a1f53857be30d,"Bitcoin Up or Down - February 13, 2:40AM-2:45AM ET",btc-updown-5m-1770968400,crypto,True,no,True,3.92,408.79,10.06,727.73,10.06,727.73,0.39,0.5617,0.9517,10.06,0.0483,no,717.67,0.5617,0,0.49,314.53,0.0,315.02
0x4e3ac7cd0a9830c2fd52be3e1e7e79f1466aa7207f95717ec98ccad33666fbe0,"Bitcoin Up or Down - February 13, 2AM ET",bitcoin-up-or-down-february-13-2am-et,crypto,True,no,True,1903.64,1321.99,3346.05,2859.92,3346.05,2859.92,0.5689,0.4622,1.0312,2859.92,-0.0312,yes,486.13,0.5689,0,-89.13,-276.57,0.0,-365.7
0xd3ab2bbb1b4b8d452c5162c34feedb9465580eefcb3b03fbaf6c807438daff66,"Ethereum Up or Down - February 13, 2:30AM-2:45AM ET",eth-updown-15m-1770967800,crypto,True,no,True,25.54,177.24,372.53,275.69,372.53,275.69,0.0685,0.6429,0.7115,275.69,0.2885,yes,96.84,0.0685,0,79.55,-6.64,-0.0,72.91
0x17ad78ca730d2d7e5d7bb53c754ef9bf7218a51f73dd164585f56bf55029572a,"Bitcoin Up or Down - February 13, 2:35AM-2:40AM ET",btc-updown-5m-1770968100,crypto,True,no,True,65.44,319.11,109.95,565.76,-92.05,464.76,0.5952,0.564,1.1592,0,-0.1592,no,464.76,0.564,130.29,0,202.62,7.88,210.5
0xdf79e8e1f4a6cec69c15b52877d75741caf757ee3e3c8e322927e262962efe61,"Bitcoin Up or Down - February 13, 2:30AM-2:45AM ET",btc-updown-15m-1770967800,crypto,True,no,True,40.01,886.01,311.21,1428.0,311.21,1428.0,0.1286,0.6205,0.749,311.21,0.251,no,1116.79,0.6205,0,78.11,423.87,-0.0,501.98
0x011ab78627b84181309c52ab25fa6fdfddaf43c743d3d63a00798f7c080319c0,"Bitcoin Up or Down - February 13, 2:30AM-2:35AM ET",btc-updown-5m-1770967800,crypto,True,no,False,0,665.97,0,1111.0,0,1111.0,0,0.5994,,0,,no,1111.0,0.5994,0,0,445.03,-0.0,445.03
0xca7c286748fb28c89627bf941069d4b1b6eab5fd326057553e5c6d0a91f0e31e,"Bitcoin Up or Down - February 13, 2:25AM-2:30AM ET",btc-updown-5m-1770967500,crypto,True,yes,False,0,445.55,0,788.21,0,788.21,0,0.5653,,0,,no,788.21,0.5653,0,0,-445.55,0.0,-445.55
0x7904ec530e259201365d9c094b3000e891efa1b125e4219de53e502bc0c6bfa0,"Ethereum Up or Down - February 13, 2:15AM-2:30AM ET",eth-updown-15m-1770966900,crypto,True,no,True,278.43,424.37,621.01,708.57,621.01,708.57,0.4484,0.5989,1.0473,621.01,-0.0473,no,87.56,0.5989,0,-29.35,35.12,-0.0,5.77
0x14a6df6f5b523abc848fbd3a01f80c90c7bb03e003b2f4d8900178e1c8a96a7d,"Bitcoin Up or Down - February 13, 2:15AM-2:30AM ET",btc-updown-15m-1770966900,crypto,True,no,True,633.46,236.99,1917.25,394.84,1186.25,394.84,0.3304,0.6002,0.9306,394.84,0.0694,yes,791.41,0.3304,225.81,27.4,-261.48,-15.71,-249.79
0xfcdf3e563a6d8da0f629ff055efb7dd938c3304eba289a65a0c5822ad990411a,"Bitcoin Up or Down - February 13, 2:20AM-2:25AM ET",btc-updown-5m-1770967200,crypto,True,no,True,164.31,564.27,269.1,952.96,168.1,573.96,0.6106,0.5921,1.2027,168.1,-0.2027,no,405.86,0.5921,198.65,-34.08,165.54,-87.43,44.04
0xa5addfc62632dde01e1edff382541dc5a1ab34539e1eb6aee9df1f5d9f9c346b,"Bitcoin Up or Down - February 13, 2:15AM-2:20AM ET",btc-updown-5m-1770966900,crypto,True,yes,True,589.82,227.23,1111.0,394.56,1067.3,394.56,0.5309,0.5759,1.1068,394.56,-0.1068,yes,672.74,0.5309,18.1,-42.13,315.59,-5.1,268.36
0x9db7f427af3effbd71a6b6ad9d684cb6e2a98b507d729e06abe8e79bd4580e22,"Bitcoin Up or Down - February 13, 2:10AM-2:15AM ET",btc-updown-5m-1770966600,crypto,True,yes,True,412.58,5.05,632.41,101.0,632.41,101.0,0.6524,0.05,0.7024,101.0,0.2976,yes,531.41,0.6524,0,30.06,184.72,0.0,214.78
0x81045cb4766dc733fd38aaf541e2444afd23a49a90254b9fa7382812b7055fc4,"Bitcoin Up or Down - February 13, 2:00AM-2:15AM ET",btc-updown-15m-1770966000,crypto,True,yes,True,2156.31,1069.43,3206.33,2901.36,3206.33,2283.17,0.6725,0.3686,1.0411,2283.17,-0.0411,yes,923.16,0.6725,205.26,-93.87,302.32,-22.6,185.85
0xf34576c0d2ef1daa05a7be97aaa70c04e2fcc88c162f77150cd60e50a3c67428,"Ethereum Up or Down - February 13, 2:00AM-2:15AM ET",eth-updown-15m-1770966000,crypto,True,yes,True,902.5,198.69,1479.92,475.01,1409.98,438.51,0.6098,0.4183,1.0281,438.51,-0.0281,yes,971.47,0.6098,41.44,-12.33,379.04,-16.48,350.22
0x5f8c026842e508238a31f3eec92658af2c1ac75c4998f5005d4ba3bbac1e6c66,"Bitcoin Up or Down - February 13, 2:05AM-2:10AM ET",btc-updown-5m-1770966300,crypto,True,no,False,0,191.25,0,294.0,0,294.0,0,0.6505,,0,,no,294.0,0.6505,0,0,102.75,0.0,102.75
0xc2e6cdf13b697598d1e1d9827cf38afbfe5950dd624622bfcdc55f8dad39f807,"Bitcoin Up or Down - February 13, 2:00AM-2:05AM ET",btc-updown-5m-1770966000,crypto,True,yes,True,377.58,385.79,658.99,728.98,569.99,353.36,0.573,0.5292,1.1022,353.36,-0.1022,yes,216.63,0.573,174.04,-36.11,92.51,-75.74,-19.33
0x0ce2c2dbb36935772571615c195fc818bcffba2c70373f5f29b3c9057be64c6f,"Bitcoin Up or Down - February 13, 1:55AM-2:00AM ET",btc-updown-5m-1770965700,crypto,True,yes,False,663.27,0,1043.63,0,1043.63,0,0.6355,0,,0,,yes,1043.63,0.6355,0,0,380.36,0.0,380.36
0x3eef4e353a0c15d9ce40ce72be91bae912b98a63cd0b68180ae0d76de32d1684,"Bitcoin Up or Down - February 13, 1AM ET",bitcoin-up-or-down-february-13-1am-et,crypto,True,yes,True,1959.11,2757.02,4256.43,4895.01,4256.43,4895.01,0.4603,0.5632,1.0235,4256.43,-0.0235,no,638.58,0.5632,0,-100.03,-359.67,-0.0,-459.7
0xa894aecd71ba7ebde0b6fbb3e26eb2ae91c33b79bb6eba05acff1835a7f5ba33,"Solana Up or Down - February 13, 1AM ET",solana-up-or-down-february-13-1am-et,crypto,True,yes,True,290.42,1133.68,1118.23,1806.27,1118.23,1806.27,0.2597,0.6276,0.8873,1118.23,0.1127,no,688.04,0.6276,0,125.97,-431.84,-0.0,-305.87
0x75f9b757f208c208914190d6b196cbc0cae7a214caaab35f07b3c4d7cedbc626,"XRP Up or Down - February 13, 1AM ET",xrp-up-or-down-february-13-1am-et,crypto,True,yes,True,425.56,632.71,982.07,975.81,982.07,975.81,0.4333,0.6484,1.0817,975.81,-0.0817,yes,6.26,0.4333,0,-79.75,3.55,-0.0,-76.21
0xc81165f2f99b17728317265e57c8709f742c395d46cc3353b992f87a479845d0,"Bitcoin Up or Down - February 13, 1:45AM-2:00AM ET",btc-updown-15m-1770965100,crypto,True,yes,True,517.46,344.58,904.59,1395.96,904.59,390.86,0.572,0.2468,0.8189,390.86,0.1811,yes,513.73,0.572,433.76,70.79,219.85,185.66,476.31
0x74dcc2b5b15c58db39ee6a52ae61ba6f9064f7b15f384cf75abd61367708ee1d,"Ethereum Up or Down - February 13, 1:45AM-2:00AM ET",eth-updown-15m-1770965100,crypto,True,yes,True,234.82,484.9,460.57,1006.64,460.57,982.36,0.5098,0.4817,0.9916,460.57,0.0084,no,521.79,0.4817,9.58,3.89,-251.35,-2.12,-249.58
0xfb0a13fb7a6db2624d673cfdfbdf3771e8ec990f1b2830ea744017ef356efe61,"Bitcoin Up or Down - February 13, 1:50AM-1:55AM ET",btc-updown-5m-1770965400,crypto,True,yes,False,353.19,0,613.92,0,613.92,0,0.5753,0,,0,,yes,613.92,0.5753,0,0,260.73,-0.0,260.73
0xb2474a1b8d559510feecad02c9be19b218de4208a39fe96e2ed173e39660d7e1,"Bitcoin Up or Down - February 13, 1:45AM-1:50AM ET",btc-updown-5m-1770965100,crypto,True,yes,True,562.99,181.69,1011.82,343.2,1011.82,-60.8,0.5564,0.5294,1.0858,0,-0.0858,yes,1011.82,0.5564,184.48,0,448.83,2.79,451.62
0x1f813b0cff75b3531770b28342f42456753e3df8f1ce99928850a448ad6328a6,"Ethereum Up or Down - February 13, 1AM ET",ethereum-up-or-down-february-13-1am-et,crypto,True,yes,True,638.2,1410.65,2693.88,1797.98,2693.88,1797.98,0.2369,0.7846,1.0215,1797.98,-0.0215,yes,895.9,0.2369,0,-38.62,683.66,0.0,645.03
0xe6d67dce6d5b274b8666969df1796edfe888f4755294f08f8cfc7121858d8bcc,"Bitcoin Up or Down - February 13, 1:40AM-1:45AM ET",btc-updown-5m-1770964800,crypto,True,yes,True,356.71,73.19,650.59,168.73,650.59,168.73,0.5483,0.4337,0.982,168.73,0.018,yes,481.86,0.5483,0,3.03,217.67,-0.0,220.7
0x4fee2465b60318e23e6d2ad0ac0b0c347ee86866c989f09042b3071f941934ac,"Ethereum Up or Down - February 13, 1:30AM-1:45AM ET",eth-updown-15m-1770964200,crypto,True,no,True,380.67,1864.32,1169.14,2912.65,1022.41,2912.65,0.3256,0.6401,0.9657,1022.41,0.0343,no,1890.24,0.6401,34.23,35.1,680.34,-13.55,701.89
0xc76d1c928b516be86d8b00634c1ad8bf483609c420a568bd6725cd5571be05f4,"Bitcoin Up or Down - February 13, 1:35AM-1:40AM ET",btc-updown-5m-1770964500,crypto,True,no,True,710.96,428.11,1447.59,689.6,1145.59,640.51,0.4911,0.6208,1.1119,640.51,-0.1119,yes,505.08,0.4911,146.1,-71.7,-248.06,-32.7,-352.46
0x045c2b42162c80eea56e3a2b7315ac53f2de4f27d7ab707082b12acfd7e79712,"Bitcoin Up or Down - February 13, 1:30AM-1:35AM ET",btc-updown-5m-1770964200,crypto,True,no,True,39.39,588.86,202.0,992.83,202.0,992.83,0.195,0.5931,0.7881,202.0,0.2119,no,790.83,0.5931,0,42.8,321.78,-0.0,364.58
0x37bba2c869687c57019d0c21512f1e209af760acbecd0b463a641ce5d7054505,"Bitcoin Up or Down - February 13, 1:30AM-1:45AM ET",btc-updown-15m-1770964200,crypto,True,no,True,111.84,1577.83,248.0,2593.94,47.0,2593.94,0.451,0.6083,1.0592,47.0,-0.0592,no,2546.94,0.6083,66.33,-2.78,997.7,-24.31,970.6
0x0d42957f5d5bba282277ac7cf1ae80b958a2c27bd61f964dfd7ff0704b360d91,"Bitcoin Up or Down - February 13, 1:25AM-1:30AM ET",btc-updown-5m-1770963900,crypto,True,no,True,239.95,631.95,484.98,1100.48,-117.87,855.08,0.4948,0.5742,1.069,0,-0.069,no,855.08,0.5742,342.1,0,364.05,-38.77,325.29
0xda2e1823192310c9bb0b9b0abb649bacd3897da064a8f2e7392e1f25d7aae320,"Ethereum Up or Down - February 13, 1:15AM-1:30AM ET",eth-updown-15m-1770963300,crypto,True,no,True,745.38,1121.48,1249.92,2067.12,901.6,2067.12,0.5963,0.5425,1.1389,901.6,-0.1389,no,1165.52,0.5425,120.51,-125.21,533.19,-87.21,320.77
0x6f9a3ae61a94617d46be0e2bcb3e1e0ea133380bb933c6bbf545c51ffb6ffba1,"Bitcoin Up or Down - February 13, 1:15AM-1:30AM ET",btc-updown-15m-1770963300,crypto,True,yes,True,1024.55,615.71,2243.71,1086.23,1147.06,567.23,0.4566,0.5668,1.0235,567.23,-0.0235,yes,579.83,0.4566,645.64,-13.31,315.06,-149.3,152.45
0x98040c1ba4e9f156f9d3d8668d0f815b190fcba573db17e3b31911d34ef4e421,"Bitcoin Up or Down - February 13, 1:20AM-1:25AM ET",btc-updown-5m-1770963600,crypto,True,no,True,446.4,364.41,753.2,633.0,147.2,633.0,0.5927,0.5757,1.1684,147.2,-0.1684,no,485.8,0.5757,319.28,-24.78,206.13,-39.88,141.47
0xc44edc8500693e958cab44208908b26362cfac3796117daa7b541c2a421d817c,"Bitcoin Up or Down - February 13, 1:15AM-1:20AM ET",btc-updown-5m-1770963300,crypto,True,yes,True,556.99,149.21,941.05,278.84,664.35,-439.28,0.5919,0.5351,1.127,0,-0.127,yes,664.35,0.5919,323.85,0,271.13,10.87,282.0
0x6896f7922ba555c8a7d2e2750e587138ecb544f4eb114ef32fbf7b3bf46cc71d,"Bitcoin Up or Down - February 13, 1:10AM-1:15AM ET",btc-updown-5m-1770963000,crypto,True,no,True,301.11,355.91,465.61,705.49,303.91,705.49,0.6467,0.5045,1.1512,303.91,-0.1512,no,401.58,0.5045,66.7,-45.95,198.99,-37.87,115.16
0x2a534346aadbd86467bd9bb0ecf960e5347add24c294dcdfe58d299f54e1c7d8,"Bitcoin Up or Down - February 13, 1:05AM-1:10AM ET",btc-updown-5m-1770962700,crypto,False,,True,779.74,46.29,1285.36,87.08,1285.36,-97.64,0.6066,0.5315,1.1382,0,-0.1382,yes,1285.36,0.6066,79.4,0,,,
0x5a40a6cb1b928b0528d992d34a6022cae13fcf745de10dee4d2b7ea333d8e3d1,"Bitcoin Up or Down - February 13, 1:00AM-1:15AM ET",btc-updown-15m-1770962400,crypto,True,yes,True,676.35,251.5,1067.99,641.04,1067.99,587.42,0.6333,0.3923,1.0256,587.42,-0.0256,yes,480.57,0.6333,23.59,-15.05,176.23,2.56,163.74
0x6709f67f5b3752a278381975c6bdfe000b2aa65b7abf6e622cc72490419cce28,"Ethereum Up or Down - February 13, 1:00AM-1:15AM ET",eth-updown-15m-1770962400,crypto,True,yes,True,351.17,488.35,592.85,1069.84,592.85,1069.84,0.5923,0.4565,1.0488,592.85,-0.0488,no,476.99,0.4565,0,-28.94,-217.73,0.0,-246.67
0x6e02ceb12ab1e02e384459c63fbf78a1aab471956e936b168a0d842e797ef927,"Bitcoin Up or Down - February 13, 1:00AM-1:05AM ET",btc-updown-5m-1770962400,crypto,False,,True,616.35,388.09,1188.67,862.0,1003.27,761.0,0.5185,0.4502,0.9687,761.0,0.0313,yes,242.27,0.5185,121.81,23.79,,,
0x4c5bd69e9ffaf81f3582cee416b41028894c0d566d6ff96f1fb98a431c8d60c2,"Bitcoin Up or Down - February 13, 12:55AM-1:00AM ET",btc-updown-5m-1770962100,crypto,False,,True,2.15,494.76,5.0,774.25,5.0,774.25,0.43,0.639,1.069,5.0,-0.069,no,769.25,0.639,0,-0.35,,,
0x0262adc0b35c27c7b5d00211833a131066bf9c75a07be1b5b6eefe13c089b91a,"Bitcoin Up or Down - February 13, 12AM ET",bitcoin-up-or-down-february-13-12am-et,crypto,True,no,True,1797.3,1056.28,3232.65,3344.64,3232.65,3344.64,0.556,0.3158,0.8718,3232.65,0.1282,no,111.99,0.3158,0,414.43,76.62,0.0,491.06
0x962ab71aae049261347cc0a64620be33f031ded13af8e4c17181da4bed6ade7e,"XRP Up or Down - February 13, 12AM ET",xrp-up-or-down-february-13-12am-et,crypto,True,yes,True,436.81,419.27,1120.95,732.73,1120.95,732.73,0.3897,0.5722,0.9619,732.73,0.0381,yes,388.22,0.3897,0,27.93,236.94,0.0,264.87
0x2d53648c2e9d3f323e97a0c390cfc12c687079eb1d3fb3d471f8246bf4a0e302,"Solana Up or Down - February 13, 12AM ET",solana-up-or-down-february-13-12am-et,crypto,True,yes,True,974.87,311.73,1993.95,1391.22,1993.95,1391.22,0.4889,0.2241,0.713,1391.22,0.287,yes,602.73,0.4889,0,399.3,308.05,0.0,707.35
0x5e1bd55e16408fc62950f04825f501845e4f493d56dc58074482d9c587615867,"Bitcoin Up or Down - February 13, 12:45AM-1:00AM ET",btc-updown-15m-1770961500,crypto,False,,True,724.59,558.09,1957.53,1018.05,645.53,526.05,0.3702,0.5482,0.9184,526.05,0.0816,yes,119.48,0.3702,757.84,42.95,,,
0x3cee4432188643b5dae671087383a5175180dd75beca7a606a85f523b87de980,"Bitcoin Up or Down - February 13, 12:50AM-12:55AM ET",btc-updown-5m-1770961800,crypto,False,,False,0,357.84,0,572.33,0,572.33,0,0.6252,,0,,no,572.33,0.6252,0,0,,,
0x506fffb328e7632a3847927619d7235d8b291fdb1e8b801bb68cf653a345c26e,"Ethereum Up or Down - February 13, 12:45AM-1:00AM ET",eth-updown-15m-1770961500,crypto,False,,True,415.6,116.41,842.68,209.62,798.68,209.62,0.4932,0.5554,1.0485,209.62,-0.0485,yes,589.06,0.4932,16.68,-10.17,,,
0x1349f2ede12f30963fca61bb7900cc9a0adbbeae15ba3d91d9731de358787602,"Ethereum Up or Down - February 13, 12AM ET",ethereum-up-or-down-february-13-12am-et,crypto,True,no,True,664.47,412.21,2245.59,659.96,2245.59,659.96,0.2959,0.6246,0.9205,659.96,0.0795,yes,1585.63,0.2959,0,52.47,-469.19,0.0,-416.72
0x2b8aae97087f725757190ffecc0308e367ec040144391edd19e2e8320d6421ad,"Bitcoin Up or Down - February 13, 12:45AM-12:50AM ET",btc-updown-5m-1770961500,crypto,False,,True,395.03,289.57,786.06,433.41,531.06,433.41,0.5025,0.6681,1.1707,433.41,-0.1707,yes,97.65,0.5025,106.93,-73.96,,,
0xc13bae85f78998d908434139319f58c9de14ce1f02400f807ffd6b466c8d25dd,"Bitcoin Up or Down - February 13, 12:40AM-12:45AM ET",btc-updown-5m-1770961200,crypto,False,,True,154.02,474.32,305.94,762.73,305.94,575.43,0.5034,0.6219,1.1253,305.94,-0.1253,no,269.49,0.6219,63.33,-38.34,,,
0xfeb804da3b1e167beb8ad990c05506cb5f6cbfa3235f58312c88096e81fc2562,"Bitcoin Up or Down - February 13, 12:30AM-12:45AM ET",btc-updown-15m-1770960600,crypto,False,,True,310.34,147.7,520.82,829.37,520.82,532.31,0.5959,0.1781,0.774,520.82,0.226,no,11.49,0.1781,72.48,117.73,,,
0x1e0078ad24d569094d292efdeffe8ec3b2c90cce01202d54d32d3e3563f4391e,"Ethereum Up or Down - February 13, 12:30AM-12:45AM ET",eth-updown-15m-1770960600,crypto,False,,False,0,111.18,0,314.35,0,314.35,0,0.3537,,0,,no,314.35,0.3537,0,0,,,
0x99cc964043a4a32330ef05597b93c5c6568c765e6ccbb47f6066e824445ca75d,"Bitcoin Up or Down - February 13, 12:35AM-12:40AM ET",btc-updown-5m-1770960900,crypto,False,,True,371.33,24.19,644.14,120.93,644.14,120.93,0.5765,0.2,0.7765,120.93,0.2235,yes,523.21,0.5765,0,27.03,,,
0x7727c6502b861a43ff4bcc87518d6672b04cd6b6dc1b0c699c77ff2ca53fbb1b,"Bitcoin Up or Down - February 13, 12:30AM-12:35AM ET",btc-updown-5m-1770960600,crypto,False,,False,113.59,0,184.28,0,184.28,0,0.6164,0,,0,,yes,184.28,0.6164,0,0,,,
0xec1207aa28f6ed6434b443d6c413653fea3fa0fc8063323fdad493882268b920,"Bitcoin Up or Down - February 13, 12:25AM-12:30AM ET",btc-updown-5m-1770960300,crypto,False,,True,299.39,246.9,513.28,391.31,377.07,391.31,0.5833,0.6309,1.2142,377.07,-0.2142,no,14.24,0.6309,60.24,-80.78,,,
0x90fee6a186fc01928c13b1c98be08463ebb22af5589326287542dd3af4c19639,"Bitcoin Up or Down - February 13, 12:15AM-12:30AM ET",btc-updown-15m-1770959700,crypto,False,,True,313.99,224.42,521.31,647.7,521.31,453.7,0.6023,0.3465,0.9488,453.7,0.0512,yes,67.61,0.6023,87.3,23.23,,,
0x66c41f4fc12bf239e0a5209c035dda8ef0ddddb07e0d88f74f97514afb985ad3,"Ethereum Up or Down - February 13, 12:15AM-12:30AM ET",eth-updown-15m-1770959700,crypto,False,,True,100.01,508.35,154.16,1516.41,154.16,817.0,0.6487,0.3352,0.984,154.16,0.016,no,662.84,0.3352,303.53,2.47,,,
0x7e30ddfba31f5b6dfbc344c34be27740bd61c56cc7802b71131a3d1ee178b9d2,"Bitcoin Up or Down - February 13, 12:20AM-12:25AM ET",btc-updown-5m-1770960000,crypto,False,,True,260.76,112.19,405.97,207.0,405.97,207.0,0.6423,0.542,1.1843,207.0,-0.1843,yes,198.97,0.6423,0,-38.15,,,
0xc01a4ef72130fd754b36d893925912c3d2014c2e095e14ab370cbb85aa34d37b,"Bitcoin Up or Down - February 13, 12:15AM-12:20AM ET",btc-updown-5m-1770959700,crypto,False,,True,325.27,181.39,542.87,366.6,542.87,324.73,0.5992,0.4948,1.0939,324.73,-0.0939,yes,218.14,0.5992,18.84,-30.5,,,
0xcfbaaea56ec780909ffcaf77490504bc872c8644eee7cc94ce4d37f51ba49faf,"Bitcoin Up or Down - February 13, 12:10AM-12:15AM ET",btc-updown-5m-1770959400,crypto,False,,True,228.74,153.87,410.88,306.57,410.88,306.57,0.5567,0.5019,1.0586,306.57,-0.0586,yes,104.31,0.5567,0,-17.97,,,
0xbe75335b1bc42d4720b577bf2763336ab00f4a4bb0dec0ec0f7ac4b8e33a2f50,"Bitcoin Up or Down - February 13, 12:05AM-12:10AM ET",btc-updown-5m-1770959100,crypto,False,,True,24.87,81.46,47.82,101.0,-773.12,101.0,0.52,0.8066,1.3266,0,-0.3266,no,101.0,0.8066,297.83,0,,,
0x23b1fa96076545c799c229ed510f32b3d8982c23788318e02c2be0717261be54,"Bitcoin Up or Down - February 13, 12:00AM-12:05AM ET",btc-updown-5m-1770958800,crypto,False,,False,320.18,0,519.0,0,519.0,0,0.6169,0,,0,,yes,519.0,0.6169,0,0,,,
0x0b217a9fe8088a51e66a04abe2eaf972fed07491356bfd5c51e8ed012449cdd9,"Ethereum Up or Down - February 12, 11PM ET",ethereum-up-or-down-february-12-11pm-et,crypto,True,no,True,535.59,307.07,2126.68,505.42,2126.68,505.42,0.2518,0.6075,0.8594,505.42,0.1406,yes,1621.26,0.2518,0,71.07,-408.3,-0.0,-337.24
0xc1e6108ef7af66de2a15f583ae7411b2d3f231b0753875ef0f1febd46de348b0,"Bitcoin Up or Down - February 12, 11:50PM-11:55PM ET",btc-updown-5m-1770958200,crypto,False,,False,141.63,0,234.36,0,234.36,0,0.6043,0,,0,,yes,234.36,0.6043,0,0,,,
0x2284c6366cf5f76c95e633bae381db55baa84812e882d5eddeb148c38b0e4e56,"Bitcoin Up or Down - February 12, 11:45PM-11:50PM ET",btc-updown-5m-1770957900,crypto,False,,True,46.01,311.96,98.0,447.0,-191.68,447.0,0.4695,0.6979,1.1674,0,-0.1674,no,447.0,0.6979,120.39,0,,,
0xd665b3366c3a79d929be357ab353cdf05e15bf2c54cf3c288ed4a6698d02b4b2,"Bitcoin Up or Down - February 12, 11PM ET",bitcoin-up-or-down-february-12-11pm-et,crypto,True,yes,True,1112.12,719.32,3480.14,1327.55,3480.14,1327.55,0.3196,0.5418,0.8614,1327.55,0.1386,yes,2152.59,0.3196,0,184.0,1464.7,0.0,1648.7
0x69b898739b4aa5cab4593f3e29bfabdb03779fa3320c578e3cf3c4ce70c9c2d1,"Bitcoin Up or Down - February 12, 11:40PM-11:45PM ET",btc-updown-5m-1770957600,crypto,False,,True,84.7,143.24,212.0,259.21,212.0,259.21,0.3995,0.5526,0.9521,212.0,0.0479,no,47.21,0.5526,0,10.15,,,
0xbc70b6db4e87fb3fae8bd1845bd2b1f8553d9cc6173d9687f9026aa0b9807567,"Ethereum Up or Down - February 12, 11:30PM-11:45PM ET",eth-updown-15m-1770957000,crypto,False,,True,555.93,322.26,1177.4,597.42,1177.4,597.42,0.4722,0.5394,1.0116,597.42,-0.0116,yes,579.98,0.4722,0,-6.93,,,
0xfba4e08d2dcbcd6809aa9cd72c0089a8135a615a291e53c667f5cb778727e2af,"Solana Up or Down - February 12, 11PM ET",solana-up-or-down-february-12-11pm-et,crypto,True,yes,True,101.92,59.52,440.79,124.1,440.79,124.1,0.2312,0.4796,0.7108,124.1,0.2892,yes,316.69,0.2312,0,35.88,243.46,0.0,279.35
0x35129e7ee024af7040f030556522db6c1f38480c165f97702a78cee95310b41b,"Bitcoin Up or Down - February 12, 11:30PM-11:45PM ET",btc-updown-15m-1770957000,crypto,False,,True,423.56,1102.67,922.28,1859.23,880.07,1620.59,0.4593,0.5931,1.0523,880.07,-0.0523,no,740.52,0.5931,118.52,-46.05,,,
0x935751c970bcb047d0b881f64f4acfae77d1123a6046c362526d1da7552a39d9,"XRP Up or Down - February 12, 11PM ET",xrp-up-or-down-february-12-11pm-et,crypto,True,yes,True,132.88,61.12,398.62,126.35,398.62,126.35,0.3333,0.4838,0.8171,126.35,0.1829,yes,272.27,0.3333,0,23.11,181.51,0.0,204.62
