conditionId,question,coin,window_type,first_trade_ts,bn_price,cl_price,spread_abs,spread_pct,spread_direction,direction_bias,bias_label,mom_1m_pct
0x89c56afa2d5c82bb30a57563f37e4171de51d8c4121a9a06ad9ca0ffc6b4de78,"Ethereum Up or Down - February 13, 3:30AM-3:45AM ET",ETHUSDT,5min,1770971429,1944.735,1943.4189,1.3161,0.067675,BN>CL,0.4538,Up偏重,-0.0401
0x6191129cb10edf987b1bb53a835a50805053d649988bc9f5777e4a60f2205a19,"Bitcoin Up or Down - February 13, 3:40AM-3:45AM ET",BTCUSDT,5min,1770972005,66471.935,66379.78,92.155,0.138637,BN>CL,0.8568,Up偏重,0.0502
0xf7a2fbf9cd8e750086069f31827a4f601f10d3a4522d56c70f92acab813cad41,"Solana Up or Down - February 13, 3AM ET",SOLUSDT,1hour,1770969607,78.915,78.9205,-0.0055,-0.00697,BN<CL,0.4647,Up偏重,0.0
0xaed4c50ed98c6d18b741916b4576035156b948b87b168dba9cba24168053979c,"Bitcoin Up or Down - February 13, 3:30AM-3:45AM ET",BTCUSDT,5min,1770971427,66404.185,66335.8559,68.3291,0.102899,BN>CL,0.4368,Up偏重,-0.0208
0x04a702ae3250972991f74be2ec2440806a100d3f6dfaf6a89c5a8e19859adfa0,"Bitcoin Up or Down - February 13, 3:35AM-3:40AM ET",BTCUSDT,5min,1770971713,66448.765,66411.5773,37.1877,0.055964,BN>CL,0.1,均衡,0.0042
0xc24cd07c50aa05b360dd5bf8472d21c23c7e1531fe058f66127b361fbdd7e3f0,"Bitcoin Up or Down - February 13, 3:30AM-3:35AM ET",BTCUSDT,5min,1770971443,66400.625,66335.8559,64.7691,0.097543,BN>CL,1.0,Up偏重,-0.0507
0x8b5d0f8304291c2703414bda0563ca98ec3f935a0df9b59b0a2543033c2ba087,"Bitcoin Up or Down - February 13, 3:25AM-3:30AM ET",BTCUSDT,5min,1770971105,66335.985,66276.8144,59.1706,0.089198,BN>CL,0.9446,Up偏重,-0.0484
0x25886cce7949de1cc8117a2ff29690ccc52fd0f8f8c69b47f642b5b2485363b9,"Ethereum Up or Down - February 13, 3AM ET",ETHUSDT,1hour,1770969621,1945.265,1934.3326,10.9324,0.562001,BN>CL,0.7903,Up偏重,0.0
0x4ae24fa24bbf924eac47de7bd8c2ea593f3c09c660d4b60f0a464351d7b3400b,"Bitcoin Up or Down - February 13, 3:15AM-3:30AM ET",BTCUSDT,5min,1770970505,66460.005,66229.141,230.864,0.347373,BN>CL,0.3535,Up偏重,0.0
0xddb4da01e8b9298bca7b3159ff9224486ab9e7b8f0da2000860f7ed43ad66265,"Ethereum Up or Down - February 13, 3:15AM-3:30AM ET",ETHUSDT,5min,1770970509,1945.265,1937.1516,8.1134,0.417084,BN>CL,0.0876,均衡,0.0
0x46de09171efabc116de5cb944f014790526608535c6755e427e707e76dd6f0ea,"Bitcoin Up or Down - February 13, 3:20AM-3:25AM ET",BTCUSDT,5min,1770970807,66312.185,66218.4375,93.7475,0.141373,BN>CL,0.296,Up偏重,0.0754
0x167922c33de6fbf06b4281e56766a3933788d110f21c6c503f9bc7255c5216c2,"Bitcoin Up or Down - February 13, 3:15AM-3:20AM ET",BTCUSDT,5min,1770970505,66460.005,66229.141,230.864,0.347373,BN>CL,-0.5693,Down偏重,0.0
