conditionId,question,coin,window_type,window_start_ts,first_trade_ts,entry_delay_sec,direction_bias,bias_label,mom_1m_pct,mom_5m_pct,mom_15m_pct,bn_price_at_entry,buy_yes_cost,buy_no_cost
0x89c56afa2d5c82bb30a57563f37e4171de51d8c4121a9a06ad9ca0ffc6b4de78,"Ethereum Up or Down - February 13, 3:30AM-3:45AM ET",ETHUSDT,5min,1770971400.0,1770971429,29.0,0.4538,Up偏重,-0.0401,0.0571,-0.0272,1944.74,439.94,165.28
0x6191129cb10edf987b1bb53a835a50805053d649988bc9f5777e4a60f2205a19,"Bitcoin Up or Down - February 13, 3:40AM-3:45AM ET",BTCUSDT,5min,1770972000.0,1770972005,5.0,0.8568,Up偏重,0.0502,0.0029,0.2049,66471.93,259.87,20.04
0xf7a2fbf9cd8e750086069f31827a4f601f10d3a4522d56c70f92acab813cad41,"Solana Up or Down - February 13, 3AM ET",SOLUSDT,1hour,,1770969607,,0.4647,Up偏重,0.0,0.0,0.0,78.91,402.18,146.98
0xaed4c50ed98c6d18b741916b4576035156b948b87b168dba9cba24168053979c,"Bitcoin Up or Down - February 13, 3:30AM-3:45AM ET",BTCUSDT,5min,1770971400.0,1770971427,27.0,0.4368,Up偏重,-0.0208,0.0247,-0.084,66404.18,361.55,141.71
0x04a702ae3250972991f74be2ec2440806a100d3f6dfaf6a89c5a8e19859adfa0,"Bitcoin Up or Down - February 13, 3:35AM-3:40AM ET",BTCUSDT,5min,1770971700.0,1770971713,13.0,0.1,均衡,0.0042,0.0746,0.206,66448.76,126.71,103.68
0xc24cd07c50aa05b360dd5bf8472d21c23c7e1531fe058f66127b361fbdd7e3f0,"Bitcoin Up or Down - February 13, 3:30AM-3:35AM ET",BTCUSDT,5min,1770971400.0,1770971443,43.0,1.0,Up偏重,-0.0507,-0.0265,-0.0893,66400.62,73.14,0.0
0x8b5d0f8304291c2703414bda0563ca98ec3f935a0df9b59b0a2543033c2ba087,"Bitcoin Up or Down - February 13, 3:25AM-3:30AM ET",BTCUSDT,5min,1770971100.0,1770971105,5.0,0.9446,Up偏重,-0.0484,0.0256,-0.1866,66335.99,422.05,12.01
0x25886cce7949de1cc8117a2ff29690ccc52fd0f8f8c69b47f642b5b2485363b9,"Ethereum Up or Down - February 13, 3AM ET",ETHUSDT,1hour,,1770969621,,0.7903,Up偏重,0.0,0.0,0.0,1945.26,262.87,30.79
0x4ae24fa24bbf924eac47de7bd8c2ea593f3c09c660d4b60f0a464351d7b3400b,"Bitcoin Up or Down - February 13, 3:15AM-3:30AM ET",BTCUSDT,5min,1770970500.0,1770970505,5.0,0.3535,Up偏重,0.0,0.0,0.0,66460.01,768.44,367.07
0xddb4da01e8b9298bca7b3159ff9224486ab9e7b8f0da2000860f7ed43ad66265,"Ethereum Up or Down - February 13, 3:15AM-3:30AM ET",ETHUSDT,5min,1770970500.0,1770970509,9.0,0.0876,均衡,0.0,0.0,0.0,1945.26,269.98,226.5
0x46de09171efabc116de5cb944f014790526608535c6755e427e707e76dd6f0ea,"Bitcoin Up or Down - February 13, 3:20AM-3:25AM ET",BTCUSDT,5min,1770970800.0,1770970807,7.0,0.296,Up偏重,0.0754,-0.2224,-0.2224,66312.18,215.68,117.16
0x167922c33de6fbf06b4281e56766a3933788d110f21c6c503f9bc7255c5216c2,"Bitcoin Up or Down - February 13, 3:15AM-3:20AM ET",BTCUSDT,5min,1770970500.0,1770970505,5.0,-0.5693,Down偏重,0.0,0.0,0.0,66460.01,67.56,246.13
0xbce01fa6b9a5823661de8d84afe23a0a97da0e88f030032fc9cb999b8523793d,"Bitcoin Up or Down - February 13, 3:10AM-3:15AM ET",BTCUSDT,5min,1770970200.0,1770970205,5.0,0.9687,Up偏重,0.0,0.0,0.0,66460.01,340.49,5.42
0x95161e1f391213ebf4478cbf05df7c079b29b7bf0e5b97a920a6fd2a8de87f6c,"Ethereum Up or Down - February 13, 3:00AM-3:15AM ET",ETHUSDT,5min,1770969600.0,1770969617,17.0,0.5174,Up偏重,0.0,0.0,0.0,1945.26,374.71,119.17
0xb7a04e484a4e0f4708f5b8ac0f26a08bdbc08c462cf25c1b15391252b5037320,"Bitcoin Up or Down - February 13, 3:00AM-3:15AM ET",BTCUSDT,5min,1770969600.0,1770969613,13.0,-0.4726,Down偏重,0.0,0.0,0.0,66460.01,118.0,329.52
0xf89c41e9f05f20ff5306ea62480a106c89442bde40eca2507df7b72505374391,"Bitcoin Up or Down - February 13, 3:05AM-3:10AM ET",BTCUSDT,5min,1770969900.0,1770969955,55.0,0.5682,Up偏重,0.0,0.0,0.0,66460.01,127.84,35.2
0x22591d8fa7de00d6045d932d57b5e8d17805ae706d996e9f7ccdc4807f22ae67,"Bitcoin Up or Down - February 13, 3:00AM-3:05AM ET",BTCUSDT,5min,1770969600.0,1770969681,81.0,0.7047,Up偏重,0.0,0.0,0.0,66460.01,46.75,8.1
0xfbea880ea255ca7f5132022afbf5a07da03ee289840fc555fb8f5ecc284af147,"Bitcoin Up or Down - February 13, 3AM ET",BTCUSDT,1hour,,1770969637,,1.0,Up偏重,0.0,0.0,0.0,66460.01,29.16,0.0
0xb58b35f22e86d3d05dbd6854eadbc6d3e093e1a4e3a81d983039479ceaa13104,"Bitcoin Up or Down - February 13, 2:55AM-3:00AM ET",BTCUSDT,5min,1770969300.0,1770969345,45.0,-0.936,Down偏重,0.0,0.0,0.0,66460.01,7.52,227.78
0x287c2b592cdfcac870401c77dc0b85610cb57c9a3f64bacb953f172b1e5c96a7,"Ethereum Up or Down - February 13, 2:45AM-3:00AM ET",ETHUSDT,5min,1770968700.0,1770968707,7.0,0.5025,Up偏重,0.0,0.0,0.0,1945.26,233.49,77.31
0x996ce3cb3fe2b585e93ad484e7263f396b19432e8c5b92f3972cb42878e327f4,"Ethereum Up or Down - February 13, 2AM ET",ETHUSDT,1hour,,1770966025,,-0.1938,Down偏重,0.0,0.0,0.0,1926.18,685.85,1015.67
0x3beee638d2c0571c8e14f749fb7307b6675f50208c8edecd0168b11a7de5a5a4,"Bitcoin Up or Down - February 13, 2:45AM-3:00AM ET",BTCUSDT,5min,1770968700.0,1770968707,7.0,-0.3163,Down偏重,0.0,0.0,0.0,66460.01,981.42,1889.28
0xbf3355046565c23ff95968a426e54b422fd2b93484bc9bd3c0cc61511fa9c8ea,"Bitcoin Up or Down - February 13, 2:50AM-2:55AM ET",BTCUSDT,5min,1770969000.0,1770969009,9.0,-0.7581,Down偏重,0.0,0.0,0.0,66460.01,19.75,143.52
0x4da2b287d2acd0c7b4428fd6ec92b328b0600d4e245db7f3a4334cf232886be0,"Solana Up or Down - February 13, 2AM ET",SOLUSDT,1hour,,1770966105,,-0.2297,Down偏重,0.0,0.0,0.0,77.94,266.18,424.96
0xc924e3c068c9ccb6f79224604a2562a01a1c62e427e27747df8a6cc008693459,"Bitcoin Up or Down - February 13, 2:45AM-2:50AM ET",BTCUSDT,5min,1770968700.0,1770968705,5.0,-0.1776,Down偏重,0.0,0.0,0.0,66460.01,396.95,568.43
0xd7c6cb3d28923df23d2c708504993e30ca2103c81f4f8c895c1a1f53857be30d,"Bitcoin Up or Down - February 13, 2:40AM-2:45AM ET",BTCUSDT,5min,1770968400.0,1770968411,11.0,-0.981,Down偏重,0.0,0.0,-0.0501,66460.01,3.92,408.79
0x4e3ac7cd0a9830c2fd52be3e1e7e79f1466aa7207f95717ec98ccad33666fbe0,"Bitcoin Up or Down - February 13, 2AM ET",BTCUSDT,1hour,,1770966025,,0.1803,Up偏重,0.0,0.0,0.0,66055.1,1903.64,1321.99
0xd3ab2bbb1b4b8d452c5162c34feedb9465580eefcb3b03fbaf6c807438daff66,"Ethereum Up or Down - February 13, 2:30AM-2:45AM ET",ETHUSDT,5min,1770967800.0,1770967813,13.0,-0.7481,Down偏重,-0.0057,-0.0847,-0.0493,1945.26,25.54,177.24
0x17ad78ca730d2d7e5d7bb53c754ef9bf7218a51f73dd164585f56bf55029572a,"Bitcoin Up or Down - February 13, 2:35AM-2:40AM ET",BTCUSDT,5min,1770968100.0,1770968107,7.0,-0.6596,Down偏重,0.0,0.0,-0.007,66460.01,65.44,319.11
0xdf79e8e1f4a6cec69c15b52877d75741caf757ee3e3c8e322927e262962efe61,"Bitcoin Up or Down - February 13, 2:30AM-2:45AM ET",BTCUSDT,5min,1770967800.0,1770967811,11.0,-0.9136,Down偏重,-0.0275,-0.0501,-0.0714,66460.01,40.01,886.01
0x011ab78627b84181309c52ab25fa6fdfddaf43c743d3d63a00798f7c080319c0,"Bitcoin Up or Down - February 13, 2:30AM-2:35AM ET",BTCUSDT,5min,1770967800.0,1770967809,9.0,-1.0,Down偏重,-0.0275,-0.0472,-0.0502,66460.01,0.0,665.97
0xca7c286748fb28c89627bf941069d4b1b6eab5fd326057553e5c6d0a91f0e31e,"Bitcoin Up or Down - February 13, 2:25AM-2:30AM ET",BTCUSDT,5min,1770967500.0,1770967505,5.0,-1.0,Down偏重,0.0803,0.029,0.1541,66485.67,0.0,445.55
0x7904ec530e259201365d9c094b3000e891efa1b125e4219de53e502bc0c6bfa0,"Ethereum Up or Down - February 13, 2:15AM-2:30AM ET",ETHUSDT,5min,1770966900.0,1770966911,11.0,-0.2076,Down偏重,-0.095,0.3946,1.0461,1946.34,278.43,424.37
0x14a6df6f5b523abc848fbd3a01f80c90c7bb03e003b2f4d8900178e1c8a96a7d,"Bitcoin Up or Down - February 13, 2:15AM-2:30AM ET",BTCUSDT,5min,1770966900.0,1770966907,7.0,0.4555,Up偏重,-0.0781,0.1827,0.6807,66504.71,633.46,236.99
0xfcdf3e563a6d8da0f629ff055efb7dd938c3304eba289a65a0c5822ad990411a,"Bitcoin Up or Down - February 13, 2:20AM-2:25AM ET",BTCUSDT,5min,1770967200.0,1770967211,11.0,-0.549,Down偏重,-0.0017,-0.0829,-0.033,66452.36,164.31,564.27
0xa5addfc62632dde01e1edff382541dc5a1ab34539e1eb6aee9df1f5d9f9c346b,"Bitcoin Up or Down - February 13, 2:15AM-2:20AM ET",BTCUSDT,5min,1770966900.0,1770966905,5.0,0.4438,Up偏重,-0.0641,0.1968,0.6948,66514.01,589.82,227.23
0x9db7f427af3effbd71a6b6ad9d684cb6e2a98b507d729e06abe8e79bd4580e22,"Bitcoin Up or Down - February 13, 2:10AM-2:15AM ET",BTCUSDT,5min,1770966600.0,1770966611,11.0,0.9758,Up偏重,-0.0081,-0.1118,0.5221,66399.99,412.58,5.05
0x81045cb4766dc733fd38aaf541e2444afd23a49a90254b9fa7382812b7055fc4,"Bitcoin Up or Down - February 13, 2:00AM-2:15AM ET",BTCUSDT,5min,1770966000.0,1770966019,19.0,0.3369,Up偏重,0.0,0.0,0.0,66055.1,2156.31,1069.43
0xf34576c0d2ef1daa05a7be97aaa70c04e2fcc88c162f77150cd60e50a3c67428,"Ethereum Up or Down - February 13, 2:00AM-2:15AM ET",ETHUSDT,5min,1770966000.0,1770966025,25.0,0.6391,Up偏重,0.0,0.0,0.0,1926.18,902.5,198.69
0x5f8c026842e508238a31f3eec92658af2c1ac75c4998f5005d4ba3bbac1e6c66,"Bitcoin Up or Down - February 13, 2:05AM-2:10AM ET",BTCUSDT,5min,1770966300.0,1770966359,59.0,-1.0,Down偏重,-0.042,0.5647,0.5647,66428.11,0.0,191.25
0xc2e6cdf13b697598d1e1d9827cf38afbfe5950dd624622bfcdc55f8dad39f807,"Bitcoin Up or Down - February 13, 2:00AM-2:05AM ET",BTCUSDT,5min,1770966000.0,1770966007,7.0,-0.0108,均衡,0.0,0.0,0.0,66055.1,377.58,385.79
0x0ce2c2dbb36935772571615c195fc818bcffba2c70373f5f29b3c9057be64c6f,"Bitcoin Up or Down - February 13, 1:55AM-2:00AM ET",BTCUSDT,5min,1770965700.0,1770965789,89.0,1.0,Up偏重,0.0,0.0,0.0,66055.1,663.27,0.0
0x3eef4e353a0c15d9ce40ce72be91bae912b98a63cd0b68180ae0d76de32d1684,"Bitcoin Up or Down - February 13, 1AM ET",BTCUSDT,1hour,,1770962407,,-0.1692,Down偏重,0.0,0.0,0.0,66359.99,1959.11,2757.02
0xa894aecd71ba7ebde0b6fbb3e26eb2ae91c33b79bb6eba05acff1835a7f5ba33,"Solana Up or Down - February 13, 1AM ET",SOLUSDT,1hour,,1770963789,,-0.5921,Down偏重,-0.2424,-0.3314,-0.2806,78.19,290.42,1133.68
0xc81165f2f99b17728317265e57c8709f742c395d46cc3353b992f87a479845d0,"Bitcoin Up or Down - February 13, 1:45AM-2:00AM ET",BTCUSDT,5min,1770965100.0,1770965123,23.0,0.2006,Up偏重,0.0,0.0,-0.04,66055.1,517.46,344.58
0x74dcc2b5b15c58db39ee6a52ae61ba6f9064f7b15f384cf75abd61367708ee1d,"Ethereum Up or Down - February 13, 1:45AM-2:00AM ET",ETHUSDT,5min,1770965100.0,1770965109,9.0,-0.3475,Down偏重,0.0,0.0,-0.2134,1926.18,234.82,484.9
0xfb0a13fb7a6db2624d673cfdfbdf3771e8ec990f1b2830ea744017ef356efe61,"Bitcoin Up or Down - February 13, 1:50AM-1:55AM ET",BTCUSDT,5min,1770965400.0,1770965405,5.0,1.0,Up偏重,0.0,0.0,0.0,66055.1,353.19,0.0
0xb2474a1b8d559510feecad02c9be19b218de4208a39fe96e2ed173e39660d7e1,"Bitcoin Up or Down - February 13, 1:45AM-1:50AM ET",BTCUSDT,5min,1770965100.0,1770965109,9.0,0.512,Up偏重,0.0,0.0,-0.0573,66055.1,562.99,181.69
0x1f813b0cff75b3531770b28342f42456753e3df8f1ce99928850a448ad6328a6,"Ethereum Up or Down - February 13, 1AM ET",ETHUSDT,1hour,,1770962479,,-0.377,Down偏重,0.0,0.0,0.0,1939.11,638.2,1410.65
0xe6d67dce6d5b274b8666969df1796edfe888f4755294f08f8cfc7121858d8bcc,"Bitcoin Up or Down - February 13, 1:40AM-1:45AM ET",BTCUSDT,5min,1770964800.0,1770964807,7.0,0.6595,Up偏重,0.0,0.0,-0.0579,66055.1,356.71,73.19
0x4fee2465b60318e23e6d2ad0ac0b0c347ee86866c989f09042b3071f941934ac,"Ethereum Up or Down - February 13, 1:30AM-1:45AM ET",ETHUSDT,5min,1770964200.0,1770964207,7.0,-0.6609,Down偏重,0.0181,-0.0192,-0.2604,1930.16,380.67,1864.32
0xc76d1c928b516be86d8b00634c1ad8bf483609c420a568bd6725cd5571be05f4,"Bitcoin Up or Down - February 13, 1:35AM-1:40AM ET",BTCUSDT,5min,1770964500.0,1770964509,9.0,0.2483,Up偏重,0.0,-0.0573,-0.2821,66055.1,710.96,428.11
0x045c2b42162c80eea56e3a2b7315ac53f2de4f27d7ab707082b12acfd7e79712,"Bitcoin Up or Down - February 13, 1:30AM-1:35AM ET",BTCUSDT,5min,1770964200.0,1770964205,5.0,-0.8746,Down偏重,0.0137,-0.0109,-0.214,66086.14,39.39,588.86
0x37bba2c869687c57019d0c21512f1e209af760acbecd0b463a641ce5d7054505,"Bitcoin Up or Down - February 13, 1:30AM-1:45AM ET",BTCUSDT,5min,1770964200.0,1770964207,7.0,-0.8676,Down偏重,0.0157,-0.0089,-0.2152,66087.49,111.84,1577.83
0x0d42957f5d5bba282277ac7cf1ae80b958a2c27bd61f964dfd7ff0704b360d91,"Bitcoin Up or Down - February 13, 1:25AM-1:30AM ET",BTCUSDT,5min,1770963900.0,1770963909,9.0,-0.4496,Down偏重,0.0654,-0.2243,-0.2277,66093.35,239.95,631.95
0xda2e1823192310c9bb0b9b0abb649bacd3897da064a8f2e7392e1f25d7aae320,"Ethereum Up or Down - February 13, 1:15AM-1:30AM ET",ETHUSDT,5min,1770963300.0,1770963305,5.0,-0.2015,Down偏重,-0.0372,-0.0522,-0.1985,1935.26,745.38,1121.48
0x6f9a3ae61a94617d46be0e2bcb3e1e0ea133380bb933c6bbf545c51ffb6ffba1,"Bitcoin Up or Down - February 13, 1:15AM-1:30AM ET",BTCUSDT,5min,1770963300.0,1770963309,9.0,0.2493,Up偏重,-0.0466,-0.0164,-0.1909,66233.32,1024.55,615.71
0x98040c1ba4e9f156f9d3d8668d0f815b190fcba573db17e3b31911d34ef4e421,"Bitcoin Up or Down - February 13, 1:20AM-1:25AM ET",BTCUSDT,5min,1770963600.0,1770963607,7.0,0.1011,Up偏重,0.0366,0.0251,-0.1709,66246.6,446.4,364.41
0xc44edc8500693e958cab44208908b26362cfac3796117daa7b541c2a421d817c,"Bitcoin Up or Down - February 13, 1:15AM-1:20AM ET",BTCUSDT,5min,1770963300.0,1770963305,5.0,0.5774,Up偏重,-0.0335,-0.0246,-0.1991,66227.89,556.99,149.21
0x6896f7922ba555c8a7d2e2750e587138ecb544f4eb114ef32fbf7b3bf46cc71d,"Bitcoin Up or Down - February 13, 1:10AM-1:15AM ET",BTCUSDT,5min,1770963000.0,1770963005,5.0,-0.0834,均衡,-0.0103,-0.1746,-0.1746,66244.15,301.11,355.91
0x2a534346aadbd86467bd9bb0ecf960e5347add24c294dcdfe58d299f54e1c7d8,"Bitcoin Up or Down - February 13, 1:05AM-1:10AM ET",BTCUSDT,5min,1770962700.0,1770962719,19.0,0.8879,Up偏重,0.0,0.0,0.0,66359.99,779.74,46.29
0x5a40a6cb1b928b0528d992d34a6022cae13fcf745de10dee4d2b7ea333d8e3d1,"Bitcoin Up or Down - February 13, 1:00AM-1:15AM ET",BTCUSDT,5min,1770962400.0,1770962405,5.0,0.4579,Up偏重,0.0,0.0,0.0,66359.99,676.35,251.5
0x6709f67f5b3752a278381975c6bdfe000b2aa65b7abf6e622cc72490419cce28,"Ethereum Up or Down - February 13, 1:00AM-1:15AM ET",ETHUSDT,5min,1770962400.0,1770962405,5.0,-0.1634,Down偏重,0.0,0.0,0.0,1939.11,351.17,488.35
0x6e02ceb12ab1e02e384459c63fbf78a1aab471956e936b168a0d842e797ef927,"Bitcoin Up or Down - February 13, 1:00AM-1:05AM ET",BTCUSDT,5min,1770962400.0,1770962405,5.0,0.2272,Up偏重,0.0,0.0,0.0,66359.99,616.35,388.09
0x4c5bd69e9ffaf81f3582cee416b41028894c0d566d6ff96f1fb98a431c8d60c2,"Bitcoin Up or Down - February 13, 12:55AM-1:00AM ET",BTCUSDT,5min,1770962100.0,1770962107,7.0,-0.9913,Down偏重,0.0,0.0,0.0,66359.99,2.15,494.76
0x0262adc0b35c27c7b5d00211833a131066bf9c75a07be1b5b6eefe13c089b91a,"Bitcoin Up or Down - February 13, 12AM ET",BTCUSDT,1hour,,1770958837,,0.2597,Up偏重,0.0,0.0,0.0,66520.73,1797.3,1056.28
0x2d53648c2e9d3f323e97a0c390cfc12c687079eb1d3fb3d471f8246bf4a0e302,"Solana Up or Down - February 13, 12AM ET",SOLUSDT,1hour,,1770959185,,0.5154,Up偏重,-0.1656,-0.8602,-0.8602,78.38,974.87,311.73
0x5e1bd55e16408fc62950f04825f501845e4f493d56dc58074482d9c587615867,"Bitcoin Up or Down - February 13, 12:45AM-1:00AM ET",BTCUSDT,5min,1770961500.0,1770961509,9.0,0.1298,Up偏重,0.0,0.0,0.0802,66359.99,724.59,558.09
0x3cee4432188643b5dae671087383a5175180dd75beca7a606a85f523b87de980,"Bitcoin Up or Down - February 13, 12:50AM-12:55AM ET",BTCUSDT,5min,1770961800.0,1770961805,5.0,-1.0,Down偏重,0.0,0.0,0.0,66359.99,0.0,357.84
0x506fffb328e7632a3847927619d7235d8b291fdb1e8b801bb68cf653a345c26e,"Ethereum Up or Down - February 13, 12:45AM-1:00AM ET",ETHUSDT,5min,1770961500.0,1770961505,5.0,0.5624,Up偏重,0.0,0.0,0.0036,1939.11,415.6,116.41
0x1349f2ede12f30963fca61bb7900cc9a0adbbeae15ba3d91d9731de358787602,"Ethereum Up or Down - February 13, 12AM ET",ETHUSDT,1hour,,1770958847,,0.2343,Up偏重,0.0,0.0,0.0,1954.89,664.47,412.21
0x2b8aae97087f725757190ffecc0308e367ec040144391edd19e2e8320d6421ad,"Bitcoin Up or Down - February 13, 12:45AM-12:50AM ET",BTCUSDT,5min,1770961500.0,1770961507,7.0,0.1541,Up偏重,0.0,0.0,0.0715,66359.99,395.03,289.57
0xc13bae85f78998d908434139319f58c9de14ce1f02400f807ffd6b466c8d25dd,"Bitcoin Up or Down - February 13, 12:40AM-12:45AM ET",BTCUSDT,5min,1770961200.0,1770961207,7.0,-0.5097,Down偏重,0.0,0.0,0.0483,66359.99,154.02,474.32
0xfeb804da3b1e167beb8ad990c05506cb5f6cbfa3235f58312c88096e81fc2562,"Bitcoin Up or Down - February 13, 12:30AM-12:45AM ET",BTCUSDT,5min,1770960600.0,1770960621,21.0,0.3551,Up偏重,0.0889,0.0088,0.0524,66341.57,310.34,147.7
